group,algo,seed,file,status,detail
adapt_drought_gw25,bc,2024,bc_seed2024.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_drought_gw25,bc,2024,bc_seed2024.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_drought_gw25,bc,42,bc_seed42.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_drought_gw25,bc,42,bc_seed42.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_drought_gw25,bc,,reports\paper_exp\adapt_drought_gw25\cql_frozen\training_manifest.json,STEPS_OK,manifest n_steps=20000
adapt_drought_gw25,cql,123,cql_seed123.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_drought_gw25,cql,123,cql_seed123.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_drought_gw25,cql,2024,cql_seed2024.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_drought_gw25,cql,2024,cql_seed2024.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_drought_gw25,cql,42,cql_seed42.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_drought_gw25,cql,42,cql_seed42.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_drought_gw25,cql,,reports\paper_exp\adapt_drought_gw25\cql_frozen\training_manifest.json,STEPS_OK,manifest n_steps=20000
adapt_drought_gw25,,,reports\paper_exp\adapt_drought_gw25\normalization_manifest.json,HASH_OK,C:\trishna-opal\reports\paper_exp\dataset_adapt_drought_gw25.h5
adapt_drought_gw25,,,reports\paper_exp\adapt_drought_gw25\cql_frozen\training_manifest.json,HASH_OK,C:\trishna-opal\reports\paper_exp\dataset_adapt_drought_gw25.h5
adapt_drought_gw5,bc,123,bc_seed123.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_drought_gw5,bc,123,bc_seed123.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_drought_gw5,bc,2024,bc_seed2024.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_drought_gw5,bc,2024,bc_seed2024.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_drought_gw5,bc,42,bc_seed42.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_drought_gw5,bc,42,bc_seed42.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_drought_gw5,bc,,reports\paper_exp\adapt_drought_gw5\cql_frozen\training_manifest.json,STEPS_OK,manifest n_steps=20000
adapt_drought_gw5,cql,123,cql_seed123.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_drought_gw5,cql,123,cql_seed123.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_drought_gw5,cql,2024,cql_seed2024.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_drought_gw5,cql,2024,cql_seed2024.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_drought_gw5,cql,42,cql_seed42.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_drought_gw5,cql,42,cql_seed42.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_drought_gw5,cql,,reports\paper_exp\adapt_drought_gw5\cql_frozen\training_manifest.json,STEPS_OK,manifest n_steps=20000
adapt_drought_gw5,,,reports\paper_exp\adapt_drought_gw5\normalization_manifest.json,HASH_OK,C:\trishna-opal\reports\paper_exp\dataset_adapt_drought_gw5.h5
adapt_drought_gw5,,,reports\paper_exp\adapt_drought_gw5\cql_frozen\training_manifest.json,HASH_OK,C:\trishna-opal\reports\paper_exp\dataset_adapt_drought_gw5.h5
adapt_high_gw15,bc,123,bc_seed123.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw15,bc,123,bc_seed123.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_high_gw15,bc,2024,bc_seed2024.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw15,bc,2024,bc_seed2024.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_high_gw15,bc,42,bc_seed42.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw15,bc,42,bc_seed42.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_high_gw15,bc,,reports\paper_exp\adapt_high_gw15\cql_frozen\training_manifest.json,STEPS_OK,manifest n_steps=20000
adapt_high_gw15,cql,123,cql_seed123.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw15,cql,123,cql_seed123.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_high_gw15,cql,2024,cql_seed2024.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw15,cql,2024,cql_seed2024.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_high_gw15,cql,42,cql_seed42.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw15,cql,42,cql_seed42.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_high_gw15,cql,,reports\paper_exp\adapt_high_gw15\cql_frozen\training_manifest.json,STEPS_OK,manifest n_steps=20000
adapt_high_gw15,,,reports\paper_exp\adapt_high_gw15\normalization_manifest.json,HASH_OK,C:\trishna-opal\reports\paper_exp\dataset_adapt_high_gw15.h5
adapt_high_gw15,,,reports\paper_exp\adapt_high_gw15\cql_frozen\training_manifest.json,HASH_OK,C:\trishna-opal\reports\paper_exp\dataset_adapt_high_gw15.h5
adapt_high_gw25,bc,123,bc_seed123.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw25,bc,123,bc_seed123.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_high_gw25,bc,2024,bc_seed2024.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw25,bc,2024,bc_seed2024.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_high_gw25,bc,42,bc_seed42.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw25,bc,42,bc_seed42.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_high_gw25,bc,,reports\paper_exp\adapt_high_gw25\cql_frozen\training_manifest.json,STEPS_OK,manifest n_steps=20000
adapt_high_gw25,cql,123,cql_seed123.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw25,cql,123,cql_seed123.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_high_gw25,cql,2024,cql_seed2024.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw25,cql,2024,cql_seed2024.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_high_gw25,cql,42,cql_seed42.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw25,cql,42,cql_seed42.d3,OK,"observed={'alpha': '1.0 (via alpha)', 'learning_rate': '0.0003 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)', 'n_critics': '1 (via n_critics)', 'target_update_interval': '8000 (via target_update_interval)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.0003, 'n_critics': 1, 'target_update_interval': 8000, 'alpha': 1.0}"
adapt_high_gw25,cql,,reports\paper_exp\adapt_high_gw25\cql_frozen\training_manifest.json,STEPS_OK,manifest n_steps=20000
adapt_high_gw25,,,reports\paper_exp\adapt_high_gw25\normalization_manifest.json,HASH_OK,C:\trishna-opal\reports\paper_exp\dataset_adapt_high_gw25.h5
adapt_high_gw25,,,reports\paper_exp\adapt_high_gw25\cql_frozen\training_manifest.json,HASH_OK,C:\trishna-opal\reports\paper_exp\dataset_adapt_high_gw25.h5
adapt_high_gw5,bc,123,bc_seed123.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
adapt_high_gw5,bc,123,bc_seed123.d3,OK,"observed={'learning_rate': '0.001 (via learning_rate)', 'batch_size': '100 (via batch_size)', 'gamma': '0.99 (via gamma)'} full_flat_config={'batch_size': 100, 'gamma': 0.99, 'observation_scaler': None, 'action_scaler': None, 'reward_scaler': None, 'compile_graph': False, 'learning_rate': 0.001, 'beta': 0.5}"
adapt_high_gw5,bc,2024,bc_seed2024.d3,SEED_UNVERIFIABLE_FROM_CHECKPOINT,"no seed key in training_manifest.json (keys present: ['alpha', 'batch_size', 'bc_batch_size', 'bc_beta', 'bc_learning_rate', 'bc_n_steps', 'bc_n_steps_per_epoch', 'clip_grad_norm', 'config', 'config_sha1', 'created', 'dataset', 'dataset_sha1', 'gamma', 'learning_rate', 'n_critics', 'n_quantiles', 'n_steps', 'n_steps_per_epoch', 'norm_fingerprint', 'oversample', 'qfunc', 'script_sha1', 'split_seed', 'target_update_interval', 'variant'])"
